Site,Lecture_name,Rate,Tag,Language,Level,Teacher,Rate_count,Origin_price,New_price,Url
Inflearn,앨런 Swift문법 마스터 스쿨 (온라인 BootCamp -  2개월과정),5,"모바일 앱 개발,프로그래밍 언어",Swift,입문,앨런(Allen),180,1430000,1430000,https://www.inflearn.com/course/%EC%8A%A4%EC%9C%84%ED%94%84%ED%8A%B8-%EB%AC%B8%EB%B2%95-%EB%A7%88%EC%8A%A4%ED%84%B0-%EC%8A%A4%EC%BF%A8
Inflearn,처음하는 파이썬 머신러닝 부트캠프 (쉽게! 실제 문제로 개념/활용 익히기) [데이터과학 Part2],4.9,"데이터 분석,인공지능,데이터 사이언스","머신러닝,Kaggle,Pandas,Python",초급,잔재미코딩,60,82500,82500,https://www.inflearn.com/course/%EC%B2%98%EC%9D%8C-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EC%9E%85%EB%AC%B8
Inflearn,파이널 코딩테스트 : 프론트엔드,4.555555555555555,"교양 · 기타,프론트엔드,취업 · 이직",코딩 테스트,중급이상,The Oreum,9,330000,330000,https://www.inflearn.com/course/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%ED%8C%8C%EC%9D%B4%EB%84%90-%EC%BD%94%EB%94%A9%ED%85%8C%EC%8A%A4%ED%8A%B8
Inflearn,"탄탄한 백엔드 NestJS, 기초부터 심화까지",4.824175824175824,백엔드,"NestJS,Node.js,Express,MongoDB,ssr",초급,윤상석(언바운드와이),91,46200,46200,https://www.inflearn.com/course/%ED%83%84%ED%83%84%ED%95%9C-%EB%B0%B1%EC%97%94%EB%93%9C-%EB%84%A4%EC%8A%A4%ED%8A%B8
Inflearn,ElasticSearch Essential,4.888888888888889,"데브옵스 · 인프라,데이터 수집 · 처리",Elasticsearch,초급,강진우,9,33000,33000,https://www.inflearn.com/course/elasticsearch-essential
Inflearn,코딩인터뷰를 저격하는 JS 스나이퍼 양성학교,4.8,"프로그래밍 언어,교양 · 기타","JavaScript,코딩 테스트",중급이상,The Oreum,20,38500,38500,https://www.inflearn.com/course/%EC%BD%94%EB%94%A9%EC%9D%B8%ED%84%B0%EB%B7%B0-js-%EC%96%91%EC%84%B1%ED%95%99%EA%B5%90
Inflearn,[따라하면 취업되는 게임기획]역기획서/BM분석과개선제안서/창작기획서,4,"게임 기획,게임 개발,기획 · 전략 · PM,취업 · 이직",게임기획,입문,JamesKim,4,39600,39600,https://www.inflearn.com/course/%EA%B2%8C%EC%9E%84%EA%B8%B0%ED%9A%8D-%EC%97%AD%EA%B8%B0%ED%9A%8D%EC%84%9C-%EC%B0%BD%EC%9E%91%EA%B8%B0%ED%9A%8D%EC%84%9C
Inflearn,스프링 프레임워크는 내 손에 [스프1탄],4.894736842105263,"백엔드,웹 개발","Spring,MVC,JSP,Spring Security",초급,박매일,19,63800,63800,https://www.inflearn.com/course/%EC%8A%A4%ED%94%84-spring-1
Inflearn,"[아파치 카프카 애플리케이션 프로그래밍] 개념부터 컨슈머, 프로듀서, 커넥트, 스트림즈까지!",4.951219512195122,"데이터 수집 · 처리,데브옵스 · 인프라,백엔드","Kafka,데이터 엔지니어링",초급,데브원영 DVWY,41,165000,165000,https://www.inflearn.com/course/%EC%95%84%ED%8C%8C%EC%B9%98-%EC%B9%B4%ED%94%84%EC%B9%B4-%EC%95%A0%ED%94%8C%EB%A6%AC%EC%BC%80%EC%9D%B4%EC%85%98-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D
Inflearn,[C++과 언리얼로 만드는 MMORPG 게임 개발 시리즈] Part4: 게임 서버,4.972972972972973,"게임 프로그래밍,백엔드,게임 개발","Windows Server,네트워크,MMORPG",중급이상,Rookiss,37,330000,330000,https://www.inflearn.com/course/%EC%96%B8%EB%A6%AC%EC%96%BC-3d-mmorpg-4
Inflearn,[따라하면 취업되는 게임기획]클릭커/퍼즐/RPG 기획서 만들기,4.333333333333333,"게임 기획,게임 개발,기획 · 전략 · PM,취업 · 이직",게임기획,입문,JamesKim,9,39600,39600,https://www.inflearn.com/course/%EA%B2%8C%EC%9E%84%EA%B8%B0%ED%9A%8D-%ED%81%B4%EB%A6%AD%EC%BB%A4-%ED%8D%BC%EC%A6%90-rpg
Inflearn,워드프레스 제대로 개발하기 - 클라이언트 편,5,웹 개발,"Wordpress,PHP",중급이상,안형우,6,66000,66000,https://www.inflearn.com/course/%EC%9B%8C%EB%93%9C%ED%94%84%EB%A0%88%EC%8A%A4-%EC%87%BC%ED%95%91%EB%AA%B0-%ED%8C%8C%ED%8A%B82
Inflearn,Spring Cloud로 개발하는 마이크로서비스 애플리케이션(MSA),4.938775510204081,"백엔드,데브옵스 · 인프라,웹 개발,클라우드","Spring Cloud,MSA,Spring Boot,Kafka,아키텍처,JPA",초급,Dowon Lee,245,88000,88000,https://www.inflearn.com/course/%EC%8A%A4%ED%94%84%EB%A7%81-%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EB%A7%88%EC%9D%B4%ED%81%AC%EB%A1%9C%EC%84%9C%EB%B9%84%EC%8A%A4
Inflearn,비전공자를 위한 넓고 얇은 IT 지식 & 나의 개발 유형 알아보기! <M.B.I.T>,5,"교양 · 기타,취업 · 이직",직무분석,입문,제주코딩베이스캠프,16,19800,19800,https://www.inflearn.com/course/%EA%B0%9C%EB%B0%9C-%EC%9C%A0%ED%98%95-%ED%85%8C%EC%8A%A4%ED%8A%B8
Inflearn,도커 쓸 땐 필수! 도커 컴포즈,4.586206896551724,"데브옵스 · 인프라,백엔드",Docker,초급,너굴,58,36300,36300,https://www.inflearn.com/course/%EB%8F%84%EC%BB%A4-%EC%BB%B4%ED%8F%AC%EC%A6%88
Inflearn,오라클 성능 분석과 인스턴스 튜닝 핵심 가이드,4.833333333333333,"데이터베이스,백엔드","Oracle,DBMS/RDBMS",중급이상,권 철민,48,77000,77000,https://www.inflearn.com/course/%EC%98%A4%EB%9D%BC%ED%81%B4-%EC%84%B1%EB%8A%A5-%EB%B6%84%EC%84%9D
Inflearn,실전 프로젝트로 배우는 타입스크립트,4.842696629213483,"프론트엔드,웹 개발,프로그래밍 언어","TypeScript,ES6",중급이상,장기효(캡틴판교),178,55000,55000,https://www.inflearn.com/course/%ED%83%80%EC%9E%85%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-%EC%8B%A4%EC%A0%84
Inflearn,실전 인공지능으로 이어지는 딥러닝 개념 잡기,4.7101449275362315,"인공지능,데이터 사이언스","딥러닝,인공신경망,머신러닝",입문,딥러닝호형,69,71500,71500,https://www.inflearn.com/course/%EB%94%A5%EB%9F%AC%EB%8B%9D-%EA%B0%9C%EB%85%90
Inflearn,8명의 비전공자는 어떻게 개발자로 취업했을까,4.921348314606742,"취업 · 이직,교양 · 기타","면접,포트폴리오",입문,앨런(Allen),89,33000,33000,https://www.inflearn.com/course/%EB%B9%84%EC%A0%84%EA%B3%B5%EC%9E%90-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%B7%A8%EC%97%85
Inflearn,초보자도 만들 수 있는 스크롤 인터렉션. 1편 자바스크립트,4.5,"프론트엔드,웹 퍼블리싱","JavaScript,HTML/CSS,인터랙티브 웹,jQuery",초급,깡코딩,32,121000,121000,https://www.inflearn.com/course/%EC%95%A0%ED%94%8C-%EC%8A%A4%ED%81%AC%EB%A1%A4-%EC%9D%B8%ED%84%B0%EB%A0%89%EC%85%98-%EC%9E%90%EB%B0%94%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8
Inflearn,예제로 살펴보는 PyQt Tutorial,4.714285714285714,데스크톱 앱 개발,"GUI,PyQT",초급,제주코딩베이스캠프,21,38500,38500,https://www.inflearn.com/course/pyqt-gui
Inflearn,"스프링 입문 - 코드로 배우는 스프링 부트, 웹 MVC, DB 접근 기술",4.970686602400157,"백엔드,웹 개발","Java,Spring,MVC,Spring Boot",초급,김영한,5083,0,0,https://www.inflearn.com/course/%EC%8A%A4%ED%94%84%EB%A7%81-%EC%9E%85%EB%AC%B8-%EC%8A%A4%ED%94%84%EB%A7%81%EB%B6%80%ED%8A%B8
Inflearn,"더 자바, Java 8",4.8478260869565215,"프로그래밍 언어,백엔드",Java,초급,백기선,276,55000,55000,https://www.inflearn.com/course/the-java-java8
Inflearn,Svelte.js [Core API] 완벽 가이드,4.945945945945946,"프론트엔드,웹 개발","Svelte,Rollup,Sortable",초급,HEROPY,37,53900,53900,https://www.inflearn.com/course/%EC%8A%A4%EB%B2%A8%ED%8A%B8-%EC%99%84%EB%B2%BD-%EA%B0%80%EC%9D%B4%EB%93%9C
Inflearn,Python 부트캠프,4.8125,프로그래밍 언어,Python,입문,제주코딩베이스캠프,16,55000,55000,https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%B6%80%ED%8A%B8%EC%BA%A0%ED%94%84
Inflearn,프로그래밍 시작하기 : 웹 입문 (Inflearn Original),4.458333333333333,"웹 개발,프론트엔드","HTML/CSS,JavaScript",입문,인프런,48,33000,33000,https://www.inflearn.com/course/%EC%9B%B9%EA%B0%9C%EB%B0%9C-%EC%9E%85%EB%AC%B8-%EC%9D%B8%ED%94%84%EB%9F%B0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90
Inflearn,[개정판] 딥러닝 컴퓨터 비전 완벽 가이드,4.910714285714286,"인공지능,데이터 사이언스","머신러닝,Tensorflow,Python,딥러닝,Keras,컴퓨터 비전",중급이상,권 철민,112,121000,121000,https://www.inflearn.com/course/%EB%94%A5%EB%9F%AC%EB%8B%9D-%EC%BB%B4%ED%93%A8%ED%84%B0%EB%B9%84%EC%A0%84-%EC%99%84%EB%B2%BD%EA%B0%80%EC%9D%B4%EB%93%9C
Inflearn,퍼블리싱 핵심이론 PDF 교재 및 예제파일(HTML+CSS+FLEX+JQUERY),4.8604651162790695,"웹 개발,웹 퍼블리싱","HTML/CSS,jQuery,Flex",입문,코딩웍스(Coding Works),43,17600,17600,https://www.inflearn.com/course/%EC%BD%94%EB%94%A9%EC%9B%8D%EC%8A%A4-%ED%8D%BC%EB%B8%94%EB%A6%AC%EC%8B%B1-%EA%B5%90%EC%9E%AC
Inflearn,스프링과 JPA 기반 웹 애플리케이션 개발,4.78,"백엔드,웹 개발","Java,Spring,Spring Boot,Thymeleaf,JPA",중급이상,백기선,100,330000,330000,https://www.inflearn.com/course/%EC%8A%A4%ED%94%84%EB%A7%81-JPA-%EC%9B%B9%EC%95%B1
Inflearn,[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] Part1: C# 기초 프로그래밍 입문,4.88508064516129,"게임 프로그래밍,게임 개발,프로그래밍 언어",C#,입문,Rookiss,496,44000,44000,https://www.inflearn.com/course/%EC%9C%A0%EB%8B%88%ED%8B%B0-mmorpg-%EA%B0%9C%EB%B0%9C-part1
Inflearn,"iOS Concurrency(동시성) 프로그래밍, 동기 비동기 처리 그리고 GCD/Operation - 디스패치큐와 오퍼레이션큐의 이해",4.98,"모바일 앱 개발,교양 · 기타","iOS,Swift",초급,앨런(Allen),50,55000,55000,https://www.inflearn.com/course/iOS-Concurrency-GCD-Operation
Inflearn,"프론트엔드 개발환경의 이해와 실습 (webpack, babel, eslint..)",4.932584269662922,"프론트엔드,웹 개발","Node.js,Webpack,Babel,ESLint",중급이상,김정환,178,69300,69300,https://www.inflearn.com/course/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%ED%99%98%EA%B2%BD
Inflearn,홍정모의 따라하며 배우는 C언어,4.930693069306931,프로그래밍 언어,C,입문,홍정모,303,99000,99000,https://www.inflearn.com/course/following-c
Inflearn,대세는 쿠버네티스 [초급~중급],4.859838274932614,"데브옵스 · 인프라,백엔드","Docker,Kubernetes",초급,일프로,371,55000,55000,https://www.inflearn.com/course/%EC%BF%A0%EB%B2%84%EB%84%A4%ED%8B%B0%EC%8A%A4-%EA%B8%B0%EC%B4%88
Inflearn,자바 ORM 표준 JPA 프로그래밍 - 기본편,4.971153846153846,"백엔드,웹 개발,데이터베이스","Java,JPA",초급,김영한,1352,121000,121000,https://www.inflearn.com/course/ORM-JPA-Basic
Inflearn,코알못에서 웹서비스 런칭까지 : 2021 제주 코딩 베이스캠프(Django),4.688888888888889,"풀스택,웹 개발,프로그래밍 언어","HTML/CSS,JavaScript,Python,Django,Bootstrap,Git,jQuery,Linux",입문,제주코딩베이스캠프,45,99000,99000,https://www.inflearn.com/course/web_fullstack
Inflearn,스프링 웹 MVC,4.879518072289157,"백엔드,웹 개발","Java,Spring,MVC",중급이상,백기선,166,110000,110000,https://www.inflearn.com/course/%EC%9B%B9-mvc
Inflearn,홍정모의 게임 만들기 연습 문제 패키지,4.675675675675675,"게임 프로그래밍,프로그래밍 언어,게임 개발","C++,객체지향,OpenGL",중급이상,홍정모,37,77000,77000,https://www.inflearn.com/course/c-2
Inflearn,"트렐로 개발로 배우는 Vuejs, Vuex, Vue-Router 프론트엔드 실전 기술",4.804878048780488,"프론트엔드,웹 개발","JavaScript,Vue.js",중급이상,김정환,82,55000,55000,https://www.inflearn.com/course/vuejs
Inflearn,쉽고 빠르게 끝내는 GO언어 프로그래밍 핵심 기초 입문 과정,4.68,"프로그래밍 언어,웹 개발",Go,초급,좋은사람,75,44000,44000,https://www.inflearn.com/course/go%EC%96%B8%EC%96%B4
Inflearn,스프링 데이터 JPA,4.823529411764706,"백엔드,웹 개발","Java,Spring,JPA",중급이상,백기선,170,88000,88000,https://www.inflearn.com/course/%EC%8A%A4%ED%94%84%EB%A7%81-%EB%8D%B0%EC%9D%B4%ED%84%B0-jpa
Inflearn,테스트주도개발(TDD)로 만드는 NodeJS API 서버,4.710982658959537,"백엔드,웹 개발","TDD,Node.js,Express,REST API",초급,김정환,173,29700,29700,https://www.inflearn.com/course/%ED%85%8C%EC%8A%A4%ED%8A%B8%EC%A3%BC%EB%8F%84%EA%B0%9C%EB%B0%9C-tdd-nodejs-api
Inflearn,"프론트엔드 입문 4주 완성, 프리칼리지 (오프라인 부트캠프)",0,"프론트엔드,웹 개발","HTML/CSS,JavaScript",입문,코드유니언,0,1650000,1650000,https://www.inflearn.com/course/%ED%94%84%EB%A1%A0%ED%8A%B8%EC%97%94%EB%93%9C-%EA%B8%B0%EC%B4%884%EC%A3%BC-%ED%94%84%EB%A6%AC%EC%B9%BC%EB%A6%AC%EC%A7%80
Inflearn,"OpenGL 쉐이더 (2) shader 3D 그래픽스 프로그래밍 - 프로그래머블 파이프라인, 기하학 기초, 예제 프로그램들",0,"교양 · 기타,게임 프로그래밍","OpenGL,glsl,C++",초급,출장중년,0,26400,26400,https://www.inflearn.com/course/opengl-%EC%89%90%EC%9D%B4%EB%8D%94-3d-%EA%B7%B8%EB%9E%98%ED%94%BD%EC%8A%A4-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-2
Inflearn,"OpenGL 쉐이더 (1) shader 3D 그래픽스 프로그래밍 - 3D 그래픽스, OpenGL 개요, 콜백 함수, 컬러 이론",0,"교양 · 기타,게임 프로그래밍","OpenGL,computer-graphics,C++",초급,출장중년,0,26400,26400,https://www.inflearn.com/course/opengl-%EC%89%90%EC%9D%B4%EB%8D%94-3d-%EA%B7%B8%EB%9E%98%ED%94%BD%EC%8A%A4-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-1
Inflearn,실리콘 밸리 엔지니어에게 배우는 소프트웨어 엔지니어에게 딱 맞춘 쿠버네티스,4,데브옵스 · 인프라,Kubernetes,초급,Seungjoon Lee,1,31900,31900,https://www.inflearn.com/course/%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-%EC%BF%A0%EB%B2%84%EB%84%A4%ED%8B%B0%EC%8A%A4
Inflearn,Entity Framework Core DB 성능 튜닝 (for SQL Server),5,데이터베이스,".NET,EF Core",중급이상,김정선SQL,3,165000,165000,https://www.inflearn.com/course/entity-framework-core-db-%EC%84%B1%EB%8A%A5-%ED%8A%9C%EB%8B%9D
Inflearn,소프트웨어 개발 7가지 기본 원칙: 최고의 프로그래머가 되는 방법,0,교양 · 기타,"알고리즘,C,소프트웨어 설계,소프트웨어 테스트,코딩 테스트",초급,드라진,0,22000,22000,https://www.inflearn.com/course/%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4-%EA%B0%9C%EB%B0%9C-%EA%B8%B0%EB%B3%B8-%EC%9B%90%EC%B9%99
Inflearn,"JavaScript 비동기 프로그래밍 완벽 가이드 - Promise, await, async",5,"웹 개발,프로그래밍 언어","JavaScript,Node.js,promise,async-await",초급,드라진,2,22000,22000,https://www.inflearn.com/course/%EC%9E%90%EB%B0%94%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-%EB%B9%84%EB%8F%99%EA%B8%B0-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-%EA%B0%80%EC%9D%B4%EB%93%9C
Inflearn,파이썬/장고로 결제 시작하기 (Feat. 아임포트) - 기본편,0,웹 개발,"Python,Django",중급이상,이진석,0,55000,55000,https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EC%9E%A5%EA%B3%A0-%EC%95%84%EC%9E%84%ED%8F%AC%ED%8A%B8-%EA%B2%B0%EC%A0%9C
Inflearn,"문법 공부 다음엔, 자바스크립트 프로젝트 101",5,"프로그래밍 언어,웹 개발,프론트엔드",JavaScript,초급,이룸코딩,2,55000,55000,https://www.inflearn.com/course/%EC%9E%90%EB%B0%94%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8-101
Inflearn,프로그래밍 시작하기 : 도전! 45가지 파이썬 기초 문법 실습 (Inflearn Original),5,프로그래밍 언어,Python,초급,인프런,2,33000,33000,https://www.inflearn.com/course/%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%AC%B8%EB%B2%95-%EC%8B%A4%EC%8A%B5-%EC%9D%B8%ED%94%84%EB%9F%B0-%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90
Inflearn,[초중급] Flutter Todo 앱 - FlutterBloc,0,모바일 앱 개발,"Flutter,clean-architecture,bloc",중급이상,Gasigogi,0,99000,99000,https://www.inflearn.com/course/%ED%94%8C%EB%9F%AC%ED%84%B0-%ED%88%AC%EB%91%90%EC%95%B1-%EC%B4%88%EC%A4%91%EA%B8%89
Inflearn,스프링 부트 웹 개발 입문 - 따라하며 배우기,4.666666666666667,"백엔드,웹 개발","Spring Boot,Spring,MVC",초급,IT늦공 김부장,6,55000,55000,https://www.inflearn.com/course/%EC%8A%A4%ED%94%84%EB%A7%81%EB%B6%80%ED%8A%B8-%ED%95%AD%ED%95%B4-%EB%94%B0%EB%9D%BC%EB%B0%B0%EC%9A%B0%EA%B8%B0
Inflearn,[웹 개발 풀스택 코스] 포트폴리오 - 제품 판매 미니 웹 앱 개발,0,"풀스택,웹 개발","포트폴리오,웹앱",초급,개발자의 품격,0,121000,121000,https://www.inflearn.com/course/%EC%9B%B9%EA%B0%9C%EB%B0%9C-%ED%92%80%EC%8A%A4%ED%83%9D-%ED%8F%AC%ED%8A%B8%ED%8F%B4%EB%A6%AC%EC%98%A4-%EB%AF%B8%EB%8B%88%EC%9B%B9%EC%95%B1
Inflearn,[웹 개발 풀스택 코스] Vue.js 프로젝트 투입 일주일 전 - 기초에서 실무까지,0,"프론트엔드,웹 개발",Vue.js,초급,개발자의 품격,0,242000,242000,https://www.inflearn.com/course/%EC%9B%B9%EA%B0%9C%EB%B0%9C-%ED%92%80%EC%8A%A4%ED%83%9D-%EB%B7%B0-%EC%8B%A4%EB%AC%B4
Inflearn,C# TCP/IP 소켓 프로그래밍,5,"백엔드,웹 개발,네트워크","C#,tcpsocket,tcpip",초급,에릭권,1,33000,33000,https://www.inflearn.com/course/%EC%94%A8%EC%83%B5-tcp-ip-%EC%86%8C%EC%BC%93%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D
Inflearn,따라하며 배우는 리액트 네이티브 기초,5,모바일 앱 개발,"React Native,React,expo",초급,John Ahn,4,30800,30800,https://www.inflearn.com/course/%EB%94%B0%EB%9D%BC%ED%95%98%EB%A9%B0-%EB%B0%B0%EC%9A%B0%EB%8A%94-%EB%A6%AC%EC%95%A1%ED%8A%B8-%EB%84%A4%EC%9D%B4%ED%8B%B0%EB%B8%8C
Inflearn,Softr를 활용한 노코드 프로토타이핑,0,"기획 · 전략 · PM,웹 개발","Softr,No-code,프로토타이핑",초급,일잘러 장피엠,0,72600,72600,https://www.inflearn.com/course/softr-%EB%85%B8%EC%BD%94%EB%93%9C-%ED%94%84%EB%A1%9C%ED%86%A0%ED%83%80%EC%9D%B4%ED%95%91
Inflearn,조코딩의 코딩 기초와 웹 풀스택 개발,4.166666666666667,"풀스택,웹 개발,교양 · 기타","HTML/CSS,JavaScript,Node.js,Web API",입문,조코딩,6,90200,90200,https://www.inflearn.com/course/%EC%A1%B0%EC%BD%94%EB%94%A9-%EC%BD%94%EB%94%A9%EA%B8%B0%EC%B4%88-%EC%9B%B9%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D
Inflearn,[DevOps 정석 1] Monolith to Microservice 전환 with Spring/Python/Node.js와 Strangler Fig 패턴,5,"데브옵스 · 인프라,백엔드","MSA,TDD",초급,JeongSuk Lee,1,165000,165000,https://www.inflearn.com/course/%EB%8D%B0%EB%B8%8C%EC%98%B5%EC%8A%A4-%EC%A0%95%EC%84%9D-msa-1
Inflearn,[인프런x코드캠프] 강력한 CSS,5,"웹 개발,웹 퍼블리싱",HTML/CSS,초급,코드캠프,43,22000,22000,https://www.inflearn.com/course/%EA%B0%95%EB%A0%A5-css-%EC%BD%94%EB%93%9C%EC%BA%A0%ED%94%84
Inflearn,클릭만으로 웹페이지 만들기 - 한국인이 좋아하는 속도로 때려넣는 워드프레스,5,웹 개발,Wordpress,입문,half_bottle,2,33000,33000,https://www.inflearn.com/course/%ED%81%B4%EB%A6%AD%EB%A7%8C%EC%9C%BC%EB%A1%9C-%EC%9B%B9%ED%8E%98%EC%9D%B4%EC%A7%80-%EB%A7%8C%EB%93%A4%EA%B8%B0-%EC%9B%8C%EB%93%9C%ED%94%84%EB%A0%88%EC%8A%A4
Inflearn,떠먹는 머신러닝/딥러닝,5,"인공지능,교양 · 기타,기타",머신러닝,입문,최기원,15,16500,16500,https://www.inflearn.com/course/%EB%96%A0%EB%A8%B9%EB%8A%94-%EB%A8%B8%EC%8B%A0%EB%9F%AC%EB%8B%9D-%EC%9E%85%EB%AC%B8
Inflearn,한국인이 좋아하는 속도로 때려넣는 파이썬,5,프로그래밍 언어,Python,입문,half_bottle,4,50600,50600,https://www.inflearn.com/course/%ED%95%9C%EA%B5%AD%EC%9D%B8%EC%9D%B4-%EC%A2%8B%EC%95%84%ED%95%98%EB%8A%94-%EC%86%8D%EB%8F%84-%ED%8C%8C%EC%9D%B4%EC%8D%AC
Inflearn,왕초보를 위한 네트워크 기초,5,"네트워크,교양 · 기타",네트워크,입문,계영수,6,55000,55000,https://www.inflearn.com/course/%EC%99%95%EC%B4%88%EB%B3%B4-%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC-%EA%B8%B0%EC%B4%88
Inflearn,CUDA 프로그래밍 (1) - GPU 컴퓨팅 - C++/C 병렬처리 - 1부,5,"인공지능,프로그래밍 언어","CUDA,GPU,병렬 처리,C,C++",중급이상,출장중년,2,49500,49500,https://www.inflearn.com/course/cuda-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-1
Inflearn,QML 프로그래밍 입문편,5,"데스크톱 앱 개발,임베디드 · IoT,모바일 앱 개발,프로그래밍 언어","Qt,QML",초급,김대진,2,143000,143000,https://www.inflearn.com/course/qml-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-%EC%9E%85%EB%AC%B8
Inflearn,시작해보세요! 당신의 첫 지식공유,4.944444444444445,"기타,교양,개인 브랜딩,교양 · 기타","콘텐츠 제작,콘텐츠 기획,영상제작",입문,인프런,18,0,0,https://www.inflearn.com/course/%EC%A7%80%EC%8B%9D%EA%B3%B5%EC%9C%A0%EC%9E%90-%EA%B0%95%EC%9D%98-%EB%A7%8C%EB%93%A4%EA%B8%B0
Inflearn,[리뉴얼] 타입스크립트 올인원 : Part2. 실전 분석편,5,"프로그래밍 언어,웹 개발",TypeScript,중급이상,조현영,7,40700,40700,https://www.inflearn.com/course/%ED%83%80%EC%9E%85%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-%EC%98%AC%EC%9D%B8%EC%9B%90-2
Inflearn,너네 백엔드 하고 싶은 거 있으면 얼마든지 해 난 괜찮어 왜냐면 나는 파이어베이스가 있어,4.923076923076923,"풀스택,프론트엔드,백엔드,웹 개발","Firebase,React",초급,제주코딩베이스캠프,13,33000,33000,https://www.inflearn.com/course/%EC%A0%9C%EC%BD%94%EB%B2%A0-%ED%8C%8C%EC%9D%B4%EC%96%B4%EB%B2%A0%EC%9D%B4%EC%8A%A4
Inflearn,모두의 깃 & 깃허브,5,개발 도구,"Github,Git",입문,강민철,30,24200,24200,https://www.inflearn.com/course/%EB%AA%A8%EB%91%90%EC%9D%98-%EA%B9%83-%EA%B9%83%ED%97%88%EB%B8%8C
Inflearn,Practical Testing: 실용적인 테스트 가이드,5,"백엔드,웹 개발","소프트웨어 테스트,junit5,Mockito,Spring,JPA,TDD",초급,박우빈,1,77000,77000,https://www.inflearn.com/course/practical-testing-%EC%8B%A4%EC%9A%A9%EC%A0%81%EC%9D%B8-%ED%85%8C%EC%8A%A4%ED%8A%B8-%EA%B0%80%EC%9D%B4%EB%93%9C
Inflearn,[리뉴얼] 타입스크립트 올인원 : Part1. 기본 문법편,4.966666666666667,"프로그래밍 언어,웹 개발",TypeScript,초급,조현영,30,36300,36300,https://www.inflearn.com/course/%ED%83%80%EC%9E%85%EC%8A%A4%ED%81%AC%EB%A6%BD%ED%8A%B8-%EC%98%AC%EC%9D%B8%EC%9B%90-1
Inflearn,[JS] Phaser 게임 제작 - 뱀파이어 서바이벌 클론,5,"게임 프로그래밍,게임 개발","phaser,JavaScript",중급이상,제주코딩베이스캠프,1,55000,55000,https://www.inflearn.com/course/phaser-%EA%B2%8C%EC%9E%84-%EC%A0%9C%EC%9E%91-%EB%B1%80%ED%8C%8C%EC%9D%B4%EC%96%B4-%EC%84%9C%EB%B0%94%EC%9D%B4%EB%B2%8C
Inflearn,AWS Certified Solutions Architect - Associate 자격증 준비하기,4.967741935483871,"데브옵스 · 인프라,클라우드,백엔드,자격증","AWS,네트워크",초급,코드바나나,31,148500,148500,https://www.inflearn.com/course/aws-%EC%9E%90%EA%B2%A9%EC%A6%9D-%EC%96%B4%EC%86%8C%EC%8B%9C%EC%97%90%EC%9D%B4%ED%8A%B8
Inflearn,홍드로이드의 To-Do 리스트 앱 만들기,5,모바일 앱 개발,"Android,Kotlin",입문,홍드로이드,1,59400,59400,https://www.inflearn.com/course/todo-list-app
Inflearn,"안전한 웹 사이트 제작을 위한, 웹 보안 원 포인트 레슨",0,"보안,웹 개발",,초급,크리핵티브,0,33000,33000,https://www.inflearn.com/course/%EC%9B%B9%EB%B3%B4%EC%95%88-%EC%95%88%EC%A0%84-%EC%9B%90%ED%8F%AC%EC%9D%B8%ED%8A%B8
